"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Item_Outlet_Sales"
"2578","FDK43",12.5,"Low Fat",0.026710788,"Meat",127.902,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2922.1866772518
"2579","FDW43",20.1,"Regular",0.022470715,"Fruits and Vegetables",229.3036,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3609.88529982642
"2580","NCL19",15.35,"Low Fat",0.015764902,"Others",141.147,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2431.09005513879
"2581","FDJ27",17.7,"Regular",0.121876033,"Meat",100.3674,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1451.1910273766
"2582","FDC45",17,"Low Fat",0.135733218,"Fruits and Vegetables",169.9106,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2519.98708750953
"2583","FDY40",15.5,"Regular",0.085818761,"Frozen Foods",51.2692,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,808.261370976321
"2584","NCM41",16.5,"Low Fat",0.035649249,"Health and Hygiene",91.912,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1577.06571573961
"2585","NCK18",12.5,"Low Fat",0.011727514,"Household",164.5184,"OUT019",1985,"Small","Tier 1","Grocery Store",34,548.0025046611
"2586","FDP37",15.6,"Low Fat",0.143328443,"Breakfast",129.7994,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2059.42001017778
"2587","FDA27",12.5,"Regular",0.030777863,"Dairy",255.5672,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5968.23288812759
"2588","NCX30",16.7,"Low Fat",0.026615593,"Household",247.4776,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3584.27905743061
"2589","FDR09",18.25,"Low Fat",0.078164241,"Snack Foods",256.9962,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4263.31039585283
"2590","FDG08",12.5,"Regular",0.164558565,"Fruits and Vegetables",172.6764,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4389.40284230557
"2591","NCU30",5.11,"Low Fat",0.034845668,"Household",164.621,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2544.65719291907
"2592","FDB16",8.21,"Low Fat",0.045179902,"Dairy",87.8198,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1458.22893133256
"2593","FDM16",8.155,"Regular",0.033745202,"Frozen Foods",73.6354,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1225.56614269604
"2594","FDC48",9.195,"Low Fat",0.015846096,"Baking Goods",81.5592,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1282.31204899953
"2595","NCF18",18.35,"Low Fat",0.088982596,"Household",189.9504,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2756.12352837343
"2596","FDU46",10.3,"Regular",0.011171624,"Snack Foods",86.954,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1338.3231067347
"2597","FDH41",9,"Low Fat",0.082345601,"Frozen Foods",214.5534,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3477.22071533522
"2598","NCN42",20.25,"Low Fat",0.023805745,"Household",145.5418,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,384.605716298311
"2599","FDU49",19.5,"Regular",0.030694361,"Canned",88.254,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1581.83356689768
"2600","FDB20",12.5,"Low Fat",0.051728948,"Fruits and Vegetables",77.9986,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2328.7872556855
"2601","FDG50",12.5,"Low Fat",0.026738937,"Canned",89.6146,"OUT019",1985,"Small","Tier 1","Grocery Store",34,288.283753551764
"2602","FDW20",20.75,"Low Fat",0.024198404,"Fruits and Vegetables",122.073,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2121.1300990163
"2603","NCO55",12.8,"Low Fat",0.091178768,"Others",109.1938,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1672.85387892399
"2604","FDX48",17.75,"Regular",0.037887894,"Baking Goods",154.6656,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2555.90924076931
"2605","FDU48",18.85,"Low Fat",0.055358452,"Baking Goods",132.7284,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2227.2421779542
"2606","FDR48",12.5,"Low Fat",0.19308623,"Baking Goods",152.1024,"OUT019",1985,"Small","Tier 1","Grocery Store",34,407.205691360242
"2607","FDK27",11,"Low Fat",0.008939091,"Meat",122.7756,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1930.61918135123
"2608","FDT35",19.85,"Regular",0.081387594,"Breads",166.0816,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2684.94858048645
"2609","FDN12",15.6,"Low Fat",0.081230024,"Baking Goods",109.8544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1898.96831644474
"2610","NCE31",12.5,"Low Fat",0.19308623,"Household",35.5216,"OUT019",1985,"Small","Tier 1","Grocery Store",34,157.979510832488
"2611","FDL21",15.85,"Regular",0.007186838,"Snack Foods",41.148,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,731.750773286026
"2612","FDV56",16.1,"Regular",0.013672625,"Fruits and Vegetables",106.8596,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1561.75669456287
"2613","FDR16",5.845,"Regular",0.105612027,"Frozen Foods",214.8218,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4159.23336367077
"2614","NCP41",16.6,"Low Fat",0.016235909,"Health and Hygiene",108.9596,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1819.4117082365
"2615","FDJ27",17.7,"Regular",0.121774611,"Meat",101.8674,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1667.60812497979
"2616","FDA07",7.55,"Regular",0.03111966,"Fruits and Vegetables",122.6072,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2119.52749943948
"2617","FDK55",18.5,"Low Fat",0.02580175,"Meat",89.0172,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1417.47353328869
"2618","FDM33",15.6,"Low Fat",0.087856073,"Snack Foods",220.7798,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3763.41469279511
"2619","FDY46",18.6,"Low Fat",0.047889939,"Snack Foods",186.9898,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2668.98502700122
"2620","FDD36",13.3,"Low Fat",0.021273561,"Baking Goods",117.8124,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2183.66579150514
"2621","FDB12",12.5,"Regular",0.104797702,"Baking Goods",101.8648,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2562.15651084735
"2622","FDF28",12.5,"Regular",0.066296239,"Frozen Foods",125.9046,"OUT019",1985,"Small","Tier 1","Grocery Store",34,301.750815770031
"2623","NCE07",12.5,"Low Fat",0.022988989,"Household",143.3154,"OUT019",1985,"Small","Tier 1","Grocery Store",34,374.172549334098
"2624","FDW50",12.5,"Low Fat",0.075212058,"Dairy",165.1158,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4209.47745526779
"2625","NCW18",15.1,"Low Fat",0.059660386,"Household",236.7248,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3566.5031468072
"2626","NCJ17",12.5,"Low Fat",0.19308623,"Health and Hygiene",85.4224,"OUT019",1985,"Small","Tier 1","Grocery Store",34,271.32262372681
"2627","DRZ24",7.535,"Low Fat",0.13689554,"Soft Drinks",120.244,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,290.999448651713
"2628","FDS07",12.35,"Low Fat",0,"Fruits and Vegetables",115.0518,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2308.45514728228
"2629","NCW05",20.25,"Low Fat",0.19308623,"Health and Hygiene",107.6938,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,284.473364002679
"2630","FDZ22",9.395,"Low Fat",0.045454306,"Snack Foods",83.125,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1202.29129274372
"2631","FDK02",12.5,"Low Fat",0,"Canned",118.144,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2169.07698817518
"2632","FDZ45",12.5,"Low Fat",0,"Snack Foods",196.6084,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4654.33188044839
"2633","FDL25",6.92,"Regular",0.130924914,"Breakfast",91.1804,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1504.68861698455
"2634","FDS08",5.735,"Low Fat",0.057076739,"Fruits and Vegetables",175.737,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2429.49465411756
"2635","NCZ42",12.5,"Low Fat",0.011233267,"Household",235.5248,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,6181.96762701603
"2636","FDX57",17.25,"Regular",0.047257274,"Snack Foods",97.0068,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1759.91449521515
"2637","FDF21",10.3,"Regular",0.058827383,"Fruits and Vegetables",189.853,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2712.56236047133
"2638","FDJ56",8.985,"Low Fat",0.184150125,"Fruits and Vegetables",98.47,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1234.15882979152
"2639","FDX10",6.385,"Regular",0.123607578,"Snack Foods",36.4874,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,694.119472439
"2640","DRG48",5.78,"Low Fat",0.014552313,"Soft Drinks",145.1102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2186.17399477591
"2641","DRN37",9.6,"Low Fat",0.096297398,"Soft Drinks",167.3158,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2516.04408310187
"2642","NCY41",16.75,"Low Fat",0.076044136,"Health and Hygiene",34.9532,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,574.634651991499
"2643","FDN28",5.88,"Regular",0.030309247,"Frozen Foods",103.499,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1489.51390074884
"2644","FDE34",9.195,"Low Fat",0.108110205,"Snack Foods",181.5634,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3063.66497151657
"2645","FDR10",17.6,"Low Fat",0.010060255,"Snack Foods",163.8552,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2900.66275531414
"2646","FDC32",18.35,"Low Fat",0.099669602,"Fruits and Vegetables",92.9462,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1448.01838953121
"2647","DRG13",17.25,"Low Fat",0.037186151,"Soft Drinks",164.3526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2407.72677140965
"2648","FDP59",20.85,"Regular",0.056553503,"Breads",104.9648,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1776.00900438967
"2649","NCT53",5.4,"Low Fat",0.080536751,"Health and Hygiene",165.8526,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,463.578809449645
"2650","FDL57",12.5,"Regular",0.066751989,"Snack Foods",257.4304,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5580.44981701711
"2651","FDN32",17.5,"Low Fat",0.026044866,"Fruits and Vegetables",185.2266,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,492.344699186586
"2652","FDK09",15.2,"Low Fat",0.092137107,"Snack Foods",227.4352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2493.60129158435
"2653","FDA52",16.2,"Regular",0.19308623,"Frozen Foods",178.437,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,462.487201321997
"2654","FDC57",20.1,"Regular",0.054679411,"Fruits and Vegetables",193.282,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3150.78434200595
"2655","FDI09",20.75,"Regular",0.129313138,"Seafood",239.488,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3733.5719879068
"2656","NCB07",19.2,"Low Fat",0.077507549,"Household",197.911,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2496.9671425594
"2657","FDP26",7.785,"Low Fat",0.139526439,"Dairy",103.1306,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1538.87077525384
"2658","FDP40",12.5,"Regular",0.034190793,"Frozen Foods",112.0544,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2830.52733770832
"2659","FDL15",17.85,"Low Fat",0.046595951,"Meat",151.5682,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2476.10072871915
"2660","FDV07",9.5,"Low Fat",0,"Fruits and Vegetables",111.3228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2027.45550737305
"2661","FDS03",7.825,"Low Fat",0.080079022,"Meat",65.1826,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1101.07446028815
"2662","FDE50",19.7,"Regular",0.016230842,"Canned",185.9556,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3394.23458225884
"2663","FDQ15",20.35,"Regular",0.15192798,"Meat",79.4276,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1307.00221786613
"2664","FDQ33",13.35,"Low Fat",0.15266209,"Snack Foods",150.3708,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,420.699898775003
"2665","FDT22",10.395,"Low Fat",0.112003932,"Snack Foods",58.022,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,719.992949953601
"2666","DRO35",13.85,"Low Fat",0.03456382,"Hard Drinks",117.2492,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2122.34991828567
"2667","FDJ41",6.85,"Low Fat",0.022918858,"Frozen Foods",261.5594,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4042.59160511749
"2668","FDQ27",5.19,"Regular",0.044244253,"Meat",104.899,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2103.5573037844
"2669","FDC26",10.195,"Low Fat",0.127097968,"Canned",112.3886,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1823.01072237814
"2670","NCF43",12.5,"Low Fat",0,"Household",142.947,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3003.90771397009
"2671","NCR50",20.2,"Low Fat",0.011817852,"Household",153.134,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2736.45881850847
"2672","FDE39",7.89,"Low Fat",0.036281701,"Dairy",119.6782,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1691.94149109842
"2673","FDN49",12.5,"Regular",0.124618061,"Breakfast",40.548,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,1709.58366691577
"2674","DRG11",6.385,"Low Fat",0.083822437,"Hard Drinks",107.3596,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1809.13755798004
"2675","NCA18",10.1,"Low Fat",0.05616476,"Household",117.0492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2007.34525597781
"2676","FDM36",11.65,"Regular",0.058970075,"Baking Goods",171.9422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2390.51939251511
"2677","FDW32",18.35,"Regular",0.094830216,"Fruits and Vegetables",85.6882,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1371.34751331885
"2678","NCQ18",15.75,"Low Fat",0.19308623,"Household",98.67,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,253.233874286136
"2679","FDX14",12.5,"Low Fat",0.07457713,"Dairy",76.2354,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2141.10873906144
"2680","FDD46",6.035,"Low Fat",0.142055011,"Snack Foods",152.3998,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2218.39281667314
"2681","FDI34",12.5,"Regular",0.149062064,"Snack Foods",232.1668,"OUT019",1985,"Small","Tier 1","Grocery Store",34,563.027719136696
"2682","NCJ17",7.68,"Low Fat",0.152527644,"Health and Hygiene",85.2224,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1468.58029129027
"2683","FDB52",17.75,"Low Fat",0.030429846,"Dairy",257.2672,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3964.52149780233
"2684","FDV55",17.75,"Low Fat",0.055297776,"Fruits and Vegetables",143.7444,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1987.35837109476
"2685","FDC57",20.1,"Regular",0.054594531,"Fruits and Vegetables",191.682,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2881.08055321174
"2686","FDB29",16.7,"Regular",0.052411676,"Frozen Foods",115.2176,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1988.28715400249
"2687","NCO43",5.5,"Low Fat",0.047089304,"Others",100.1016,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1942.06152325927
"2688","FDG44",6.13,"Low Fat",0.102398197,"Fruits and Vegetables",52.7298,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,878.388912931428
"2689","FDJ34",11.8,"Regular",0.093845664,"Snack Foods",126.4704,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1855.75489319989
"2690","FDH40",11.6,"Regular",0.079052286,"Frozen Foods",82.3276,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1385.5686930144
"2691","NCD07",12.5,"Low Fat",0.055160326,"Household",111.9518,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2585.60176479705
"2692","FDB41",19,"Regular",0.097863571,"Frozen Foods",46.0718,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,745.331493932188
"2693","FDH47",13.5,"Regular",0.129340955,"Starchy Foods",95.7068,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1363.11796279569
"2694","DRK37",5,"Low Fat",0.043996354,"Soft Drinks",189.353,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2854.10776676361
"2695","FDM25",12.5,"Regular",0.106217878,"Breakfast",176.7712,"OUT019",1985,"Small","Tier 1","Grocery Store",34,546.100463287739
"2696","NCX06",17.6,"Low Fat",0.015718858,"Household",182.3976,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3175.48209872566
"2697","NCS05",11.5,"Low Fat",0.021096732,"Health and Hygiene",132.8942,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2185.60856074995
"2698","FDS39",6.895,"Low Fat",0.022506125,"Meat",142.2812,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2066.53728710569
"2699","FDC47",12.5,"Low Fat",0.118314903,"Snack Foods",226.5694,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5190.57512253876
"2700","FDG20",15.5,"Regular",0.125583323,"Fruits and Vegetables",178.3028,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2986.99956147901
"2701","DRL23",18.35,"Low Fat",0.015390879,"Hard Drinks",106.1938,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1915.29035255032
"2702","FDY33",14.5,"Regular",0.09712024,"Snack Foods",158.3262,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2663.86139168508
"2703","NCH18",9.3,"Low Fat",0.044751804,"Household",243.8802,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3545.64111763339
"2704","FDX47",6.55,"Regular",0.0345978,"Breads",155.4288,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2478.61168692898
"2705","NCB06",17.6,"Low Fat",0.082499046,"Health and Hygiene",159.192,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2581.83869028861
"2706","FDP36",10.395,"Regular",0,"Baking Goods",49.6008,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,899.064136416061
"2707","FDW44",9.5,"Regular",0.035294406,"Fruits and Vegetables",172.1448,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2734.25694224929
"2708","NCU41",18.85,"Low Fat",0.052266868,"Health and Hygiene",191.8846,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2687.03284866687
"2709","NCS17",18.6,"Low Fat",0.080501443,"Health and Hygiene",96.2436,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1890.15997490894
"2710","FDD46",6.035,"Low Fat",0.1412293,"Snack Foods",155.5998,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2478.05699679511
"2711","FDE45",12.1,"Low Fat",0.040585593,"Fruits and Vegetables",177.5002,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3134.80578304067
"2712","FDI09",20.75,"Regular",0.130069181,"Seafood",238.988,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3349.20608033716
"2713","NCJ54",9.895,"Low Fat",0.100540036,"Household",234.0642,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,630.019321906491
"2714","NCA29",10.5,"Low Fat",0.027387523,"Household",172.1106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2911.69759383056
"2715","NCN41",12.5,"Low Fat",0.051956477,"Health and Hygiene",122.773,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2987.43139467978
"2716","FDY34",10.5,"Regular",0.010979782,"Snack Foods",164.2842,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3102.11007147875
"2717","NCG55",16.25,"Low Fat",0.039138761,"Household",116.1176,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2375.39216920287
"2718","DRM49",6.11,"Regular",0.151954004,"Soft Drinks",44.4086,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,761.919667803643
"2719","NCB42",11.8,"Low Fat",0.008574487,"Health and Hygiene",115.4492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1907.82986711094
"2720","FDE58",18.5,"Low Fat",0.052174319,"Snack Foods",116.8124,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2220.82575712293
"2721","DRJ25",14.6,"Low Fat",0.150442215,"Soft Drinks",50.6692,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,863.437289092097
"2722","FDS47",16.75,"Low Fat",0.19308623,"Breads",86.9856,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,225.053292539407
"2723","FDY21",15.1,"Low Fat",0.173751022,"Snack Foods",198.211,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2960.05833866661
"2724","NCI54",15.2,"Low Fat",0.03357108,"Household",111.1912,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1719.93189393475
"2725","FDO24",11.1,"Low Fat",0.177212413,"Baking Goods",158.1604,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2478.55622419856
"2726","FDY43",14.85,"Low Fat",0.098383632,"Fruits and Vegetables",168.9474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3236.12470288357
"2727","FDF35",15,"Low Fat",0.154616614,"Starchy Foods",106.8938,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1528.48656881108
"2728","NCP29",12.5,"Low Fat",0.19308623,"Health and Hygiene",63.7168,"OUT019",1985,"Small","Tier 1","Grocery Store",34,202.486441799521
"2729","FDN28",12.5,"Regular",0.030101427,"Frozen Foods",101.799,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2622.45363002755
"2730","FDJ50",8.645,"Low Fat",0.021673936,"Canned",51.9982,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,836.604869267847
"2731","FDQ14",12.5,"Low Fat",0.061488083,"Dairy",150.805,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3723.60730106269
"2732","FDC37",15.5,"Low Fat",0.032867137,"Baking Goods",108.0938,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1719.74611913745
"2733","FDN08",7.72,"Regular",0.088364662,"Fruits and Vegetables",118.7466,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2251.99544928651
"2734","FDD04",16,"Low Fat",0,"Dairy",141.9154,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2298.13876192855
"2735","FDW34",9.6,"Low Fat",0.035724069,"Snack Foods",243.617,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2801.48055672933
"2736","FDP04",15.35,"Low Fat",0.013890902,"Frozen Foods",65.2168,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,983.992061491302
"2737","NCG07",12.3,"Low Fat",0.052799022,"Household",187.753,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3316.721695647
"2738","NCN14",19.1,"Low Fat",0.09229222,"Others",184.2608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2488.48741515628
"2739","FDJ16",9.195,"Low Fat",0.115118638,"Frozen Foods",58.1246,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,893.492291949236
"2740","NCM42",6.13,"Low Fat",0.028378929,"Household",108.8912,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1617.5549666345
"2741","NCF19",13,"Low Fat",0.035108732,"Household",49.6034,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,852.399150696749
"2742","FDY21",15.1,"Low Fat",0.174187994,"Snack Foods",196.911,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3088.71009560228
"2743","FDY19",19.75,"Low Fat",0.041357113,"Fruits and Vegetables",116.1466,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2350.92050215163
"2744","FDV09",12.1,"Low Fat",0.020610288,"Snack Foods",149.8734,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2506.27134821671
"2745","FDA28",16.1,"Regular",0,"Frozen Foods",126.1362,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2200.68299848006
"2746","FDC38",15.7,"Low Fat",0.122992956,"Canned",133.3942,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1654.13884278731
"2747","FDL28",10,"Regular",0.063302674,"Frozen Foods",230.3668,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,4049.94917505727
"2748","NCH43",8.42,"Low Fat",0.070678631,"Household",217.0192,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3335.46764631595
"2749","NCN53",5.175,"Low Fat",0.030417024,"Health and Hygiene",34.0874,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,782.913728760995
"2750","NCW05",20.25,"Low Fat",0.148910161,"Health and Hygiene",108.2938,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1880.4650126869
"2751","NCO30",19.5,"Low Fat",0.01578895,"Household",185.7608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2688.93645622241
"2752","FDT04",12.5,"Low Fat",0.187416266,"Frozen Foods",37.5822,"OUT019",1985,"Small","Tier 1","Grocery Store",34,135.209703525621
"2753","FDB27",7.575,"Low Fat",0.055615757,"Dairy",196.4768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3051.52913009427
"2754","NCK07",10.65,"Low Fat",0.048646173,"Others",166.1526,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2599.29374523777
"2755","NCA53",11.395,"Low Fat",0,"Health and Hygiene",48.5034,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,846.645679144443
"2756","FDB33",17.75,"Low Fat",0.014639563,"Fruits and Vegetables",160.1262,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2144.85781536772
"2757","FDU37",9.5,"Regular",0.105099347,"Canned",79.296,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1335.47142873208
"2758","FDR13",9.895,"Regular",0.028715402,"Canned",115.1492,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2187.3531109141
"2759","FDE45",12.1,"Low Fat",0.04042006,"Fruits and Vegetables",178.0002,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2942.04063001145
"2760","FDV37",13,"Regular",0.083986263,"Canned",195.9426,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3427.18382834098
